id,pred,split
websrc_websrc_1_9_666,106.2,public
websrc_websrc_1_9_1417,Yes,public
websrc_websrc_1_9_1541,1,public
websrc_websrc_1_9_1656,168,public
websrc_websrc_1_9_1725,242,public
websrc_websrc_1_9_1815,280,public
websrc_websrc_1_9_2276,143,public
websrc_websrc_1_9_2315,St louis rams,public
websrc_websrc_1_9_2757,14.3,public
websrc_websrc_1_9_3032,Philadelphia eagles,public
websrc_websrc_1_9_3090,Denver broncos,public
websrc_websrc_1_9_3315,1,public
websrc_websrc_1_9_3448,New york giants,public
websrc_websrc_1_9_3701,New york giants,public
websrc_websrc_1_9_4022,340,public
websrc_websrc_1_9_4221,1,public
websrc_websrc_1_9_4427,1078,public
websrc_websrc_1_9_4463,13.7,public
websrc_websrc_1_9_4528,11.5,public
websrc_websrc_1_9_4844,3.6,public
websrc_websrc_1_9_4862,1,public
websrc_websrc_1_9_5155,Philadelphia eagles,public
websrc_websrc_1_9_5347,Indianapolis colts,public
websrc_websrc_1_9_6401,194,public
websrc_websrc_1_9_7251,13.7,public
websrc_websrc_1_9_7302,10.5,public
wtq_wtq_1_1_0,Lake Tuz,public
wtq_wtq_1_2_0,Sydney,public
wtq_wtq_1_4_3,M923,public
wtq_wtq_1_9_3,10,public
wtq_wtq_1_9_9,2009,public
wtq_wtq_1_11_0,25,public
wtq_wtq_1_11_8,2,public
wtq_wtq_1_11_9,New zealand,public
wtq_wtq_1_16_5,Grand Prix,public
wtq_wtq_1_17_5,10,public
wtq_wtq_1_17_10,1,public
wtq_wtq_1_21_2,No,public
wtq_wtq_1_23_9,15,public
wtq_wtq_1_24_9,3,public
wtq_wtq_1_25_10,Montreal Canadiens,public
wtq_wtq_1_26_4,00000o0o0ooo0o0o0o0o,public
wtq_wtq_1_28_9,21 October 2003,public
wtq_wtq_1_29_1,Huelva,public
wtq_wtq_1_31_3,5.20,public
wtq_wtq_1_32_6,66666666666666666666,public
wtq_wtq_1_33_0,1991,public
wtq_wtq_1_34_3,Yukon,public
wtq_wtq_1_35_3,Hindoocraft,public
wtq_wtq_1_36_4,3,public
wtq_wtq_1_36_9,8,public
wtq_wtq_1_36_10,2004,public
wtq_wtq_1_38_1,Zn,public
wtq_wtq_1_39_3,00,public
wtq_wtq_1_40_2,39.1,public
wtq_wtq_1_41_4,12,public
wtq_wtq_1_44_10,16,public
wtq_wtq_1_50_1,19,public
wtq_wtq_1_50_6,Germany,public
wtq_wtq_1_53_0,,public
wtq_wtq_1_56_4,3,public
wtq_wtq_1_56_14,10,public
wtq_wtq_1_57_10,8,public
wtq_wtq_1_58_1,,public
wtq_wtq_1_58_3,,public
wtq_wtq_1_59_2,200,public
wtq_wtq_1_59_5,1000,public
wtq_wtq_1_61_9,Windsor & Eton,public
wtq_wtq_1_63_12,1.40,public
wtq_wtq_1_69_5,14,public
wtq_wtq_1_72_2,Not exist explicitly as span of document,public
wtq_wtq_1_75_6,4,public
wtq_wtq_1_75_12,3,public
wtq_wtq_1_76_4,Far away love,public
wtq_wtq_1_77_2,Yes,public
wtq_wtq_1_78_5,Republican,public
wtq_wtq_1_79_2,1,public
wtq_wtq_1_79_3,1,public
wtq_wtq_1_79_6,Cincinnati saints,public
wtq_wtq_1_80_9,15,public
wtq_wtq_1_82_5,12,public
wtq_wtq_1_83_0,,public
wtq_wtq_1_84_4,1,public
wtq_wtq_1_84_5,1,public
wtq_wtq_1_88_3,At large,public
wtq_wtq_1_88_4,16,public
wtq_wtq_1_88_11,1,public
wtq_wtq_1_90_5,2,public
wtq_wtq_1_94_4,Georgia Stevens,public
wtq_wtq_1_94_6,5,public
wtq_wtq_1_95_1,1,public
wtq_wtq_1_95_2,Hagor,public
wtq_wtq_1_96_0,1,public
wtq_wtq_1_96_1,200,public
wtq_wtq_1_96_4,1,public
wtq_wtq_1_96_13,181,public
wtq_wtq_1_98_10,,public
wtq_wtq_1_100_0,3rd,public
wtq_wtq_1_100_1,2013,public
wtq_wtq_1_103_7,Poland,public
wtq_wtq_1_104_7,Bette Midler,public
wtq_wtq_1_104_9,1,public
wtq_wtq_1_106_5,Gold,public
wtq_wtq_1_112_1,1910,public
wtq_wtq_1_112_5,F.w. smith,public
wtq_wtq_1_116_1,1,public
wtq_wtq_1_120_4,84,public
wtq_wtq_1_121_6,1,public
wtq_wtq_1_122_8,3,public
wtq_wtq_1_126_8,M-100,public
wtq_wtq_1_128_1,1,public
wtq_wtq_1_128_12,2,public
wtq_wtq_1_129_0,19,public
wtq_wtq_1_129_12,1963,public
wtq_wtq_1_132_2,2,public
wtq_wtq_1_133_5,july.,public
wtq_wtq_1_135_5,3,public
wtq_wtq_1_135_9,Jacques Villeneuve,public
wtq_wtq_1_135_11,10,public
wtq_wtq_1_136_5,L. Baskerville,public
wtq_wtq_1_137_3,Rock Records,public
wtq_wtq_1_141_5,Return,public
wtq_wtq_1_143_0,6,public
wtq_wtq_1_143_8,1,public
wtq_wtq_1_150_6,,public
wtq_wtq_1_151_6,12,public
wtq_wtq_1_151_7,1,public
wtq_wtq_1_151_9,1,public
wtq_wtq_1_153_13,27,public
wtq_wtq_1_155_11,Marie Dorin,public
wtq_wtq_1_161_3,1,public
wtq_wtq_1_162_8,oooooooooooooooooooo,public
wtq_wtq_1_162_9,oooooooooooooooooooo,public
wtq_wtq_1_164_8,Best actor,public
wtq_wtq_1_164_10,2009,public
wtq_wtq_1_166_5,1985,public
wtq_wtq_1_169_5,Ireland,public
wtq_wtq_1_177_5,Mecklenburg,public
wtq_wtq_1_180_0,12,public
wtq_wtq_1_181_3,305,public
wtq_wtq_1_182_7,1974,public
wtq_wtq_1_183_6,1,public
wtq_wtq_1_183_14,16,public
wtq_wtq_1_192_4,No,public
wtq_wtq_1_193_11,1.46.34,public
wtq_wtq_1_194_8,K22OFH,public
wtq_wtq_1_194_11,19,public
wtq_wtq_1_195_7,1,public
wtq_wtq_1_199_0,Yes,public
wtq_wtq_1_199_1,1,public
wtq_wtq_1_201_1,Will.i.am,public
wtq_wtq_1_201_6,15,public
wtq_wtq_1_202_12,6,public
wtq_wtq_1_205_0,1,public
wtq_wtq_1_205_1,No,public
wtq_wtq_1_207_1,2,public
wtq_wtq_1_211_3,1,public
wtq_wtq_1_214_1,16,public
wtq_wtq_1_214_5,1959,public
wtq_wtq_1_215_9,32,public
wtq_wtq_1_216_4,7,public
wtq_wtq_1_218_3,1 year,public
wtq_wtq_1_218_5,6D,public
wtq_wtq_1_220_2,114,public
wtq_wtq_1_221_1,1995-96,public
wtq_wtq_1_223_3,Bryan College,public
wtq_wtq_1_223_4,Bryan college,public
wtq_wtq_1_228_0,1,public
wtq_wtq_1_230_10,15,public
wtq_wtq_1_231_8,1,public
wtq_wtq_1_232_3,12,public
wtq_wtq_1_234_5,1,public
wtq_wtq_1_234_8,12,public
wtq_wtq_1_236_2,2,public
wtq_wtq_1_236_4,1.55.72,public
wtq_wtq_1_236_6,8,public
wtq_wtq_1_236_10,8,public
wtq_wtq_1_237_5,Automatic,public
wtq_wtq_1_239_8,Marty Brill,public
wtq_wtq_1_240_5,1,public
wtq_wtq_1_242_5,2005,public
wtq_wtq_1_244_6,12,public
wtq_wtq_1_247_3,10,public
wtq_wtq_1_249_4,2,public
wtq_wtq_1_250_9,20.0,public
wtq_wtq_1_250_10,Guadalajara,public
wtq_wtq_1_251_3,28 december 2004,public
wtq_wtq_1_251_10,16,public
wtq_wtq_1_252_4,oooooooooooooooooooo,public
wtq_wtq_1_253_12,1,public
wtq_wtq_1_257_11,David Daniuszewski,public
wtq_wtq_1_259_4,Below,public
wtq_wtq_1_259_6,1988/89,public
wtq_wtq_1_260_4,Astros,public
wtq_wtq_1_266_1,14,public
wtq_wtq_1_266_9,13,public
wtq_wtq_1_267_6,17,public
wtq_wtq_1_268_0,2,public
wtq_wtq_1_268_5,1968,public
wtq_wtq_1_271_4,12,public
wtq_wtq_1_271_6,March,public
wtq_wtq_1_274_6,First,public
wtq_wtq_1_275_13,Fill your face,public
wtq_wtq_1_276_3,8,public
wtq_wtq_1_277_5,2,public
wtq_wtq_1_278_0,90 days,public
wtq_wtq_1_280_4,Autonomist party of corrientes,public
wtq_wtq_1_283_1,,public
wtq_wtq_1_284_5,24.13,public
wtq_wtq_1_285_4,10110100000101000000,public
wtq_wtq_1_286_0,November,public
wtq_wtq_1_286_4,November,public
wtq_wtq_1_288_9,10,public
wtq_wtq_1_288_10,Saat phere,public
wtq_wtq_1_291_0,May,public
wtq_wtq_1_292_8,,public
wtq_wtq_1_301_4,Best Romantic Movie,public
wtq_wtq_1_308_6,16,public
wtq_wtq_1_308_9,David nedohin,public
wtq_wtq_1_309_0,,public
wtq_wtq_1_309_10,,public
wtq_wtq_1_315_4,oooooooooooooooooooo,public
wtq_wtq_1_320_0,12,public
wtq_wtq_1_322_2,10,public
wtq_wtq_1_329_5,1,public
wtq_wtq_1_331_1,19,public
iconqa_fill_in_blank_iconqa_1_13,4,public
iconqa_fill_in_blank_iconqa_1_26,12,public
iconqa_fill_in_blank_iconqa_1_47,100,public
iconqa_fill_in_blank_iconqa_1_102,4,public
iconqa_fill_in_blank_iconqa_1_108,8,public
iconqa_fill_in_blank_iconqa_1_122,3,public
iconqa_fill_in_blank_iconqa_1_130,6,public
iconqa_fill_in_blank_iconqa_1_131,6,public
iconqa_fill_in_blank_iconqa_1_177,10,public
iconqa_fill_in_blank_iconqa_1_187,10,public
iconqa_fill_in_blank_iconqa_1_192,6,public
iconqa_fill_in_blank_iconqa_1_229,1,public
iconqa_fill_in_blank_iconqa_1_260,1,public
iconqa_fill_in_blank_iconqa_1_271,2,public
iconqa_fill_in_blank_iconqa_1_284,10:10,public
iconqa_fill_in_blank_iconqa_1_292,2,public
iconqa_fill_in_blank_iconqa_1_322,10,public
iconqa_fill_in_blank_iconqa_1_326,10,public
iconqa_fill_in_blank_iconqa_1_356,3,public
iconqa_fill_in_blank_iconqa_1_372,1,public
iconqa_fill_in_blank_iconqa_1_379,1,public
iconqa_fill_in_blank_iconqa_1_383,4,public
iconqa_fill_in_blank_iconqa_1_396,1,public
iconqa_fill_in_blank_iconqa_1_413,1,public
iconqa_fill_in_blank_iconqa_1_418,3,public
iconqa_fill_in_blank_iconqa_1_419,4,public
iconqa_fill_in_blank_iconqa_1_449,1,public
iconqa_fill_in_blank_iconqa_1_456,6:45,public
iconqa_fill_in_blank_iconqa_1_469,20,public
iconqa_fill_in_blank_iconqa_1_511,3,public
iconqa_fill_in_blank_iconqa_1_566,6,public
iconqa_fill_in_blank_iconqa_1_571,5,public
iconqa_fill_in_blank_iconqa_1_585,4,public
iconqa_fill_in_blank_iconqa_1_626,6,public
iconqa_fill_in_blank_iconqa_1_636,1,public
iconqa_fill_in_blank_iconqa_1_647,1,public
iconqa_fill_in_blank_iconqa_1_653,2,public
iconqa_fill_in_blank_iconqa_1_655,2,public
iconqa_fill_in_blank_iconqa_1_666,1,public
iconqa_fill_in_blank_iconqa_1_669,12,public
iconqa_fill_in_blank_iconqa_1_700,1,public
iconqa_fill_in_blank_iconqa_1_787,1,public
iconqa_fill_in_blank_iconqa_1_814,2,public
iconqa_fill_in_blank_iconqa_1_858,3,public
iconqa_fill_in_blank_iconqa_1_864,2,public
iconqa_fill_in_blank_iconqa_1_870,2,public
iconqa_fill_in_blank_iconqa_1_881,66,public
iconqa_fill_in_blank_iconqa_1_895,6,public
iconqa_fill_in_blank_iconqa_1_898,6,public
iconqa_fill_in_blank_iconqa_1_899,10,public
iconqa_fill_in_blank_iconqa_1_902,6,public
iconqa_fill_in_blank_iconqa_1_914,1,public
iconqa_fill_in_blank_iconqa_1_933,10,public
iconqa_fill_in_blank_iconqa_1_938,3,public
iconqa_fill_in_blank_iconqa_1_952,3,public
iconqa_fill_in_blank_iconqa_1_953,10,public
iconqa_fill_in_blank_iconqa_1_1002,100,public
iconqa_fill_in_blank_iconqa_1_1003,2,public
iconqa_fill_in_blank_iconqa_1_1010,3,public
iconqa_fill_in_blank_iconqa_1_1029,100,public
iconqa_fill_in_blank_iconqa_1_1076,2,public
iconqa_fill_in_blank_iconqa_1_1078,1,public
iconqa_fill_in_blank_iconqa_1_1083,2,public
iconqa_fill_in_blank_iconqa_1_1084,10,public
iconqa_fill_in_blank_iconqa_1_1092,1,public
iconqa_fill_in_blank_iconqa_1_1093,1,public
iconqa_fill_in_blank_iconqa_1_1096,8,public
iconqa_fill_in_blank_iconqa_1_1105,3,public
iconqa_fill_in_blank_iconqa_1_1126,10,public
iconqa_fill_in_blank_iconqa_1_1138,10,public
iconqa_fill_in_blank_iconqa_1_1139,6,public
iconqa_fill_in_blank_iconqa_1_1185,2,public
iconqa_fill_in_blank_iconqa_1_1200,4,public
iconqa_fill_in_blank_iconqa_1_1202,3,public
iconqa_fill_in_blank_iconqa_1_1288,10,public
iconqa_fill_in_blank_iconqa_1_1292,3,public
iconqa_fill_in_blank_iconqa_1_1328,2,public
iconqa_fill_in_blank_iconqa_1_1378,3,public
iconqa_fill_in_blank_iconqa_1_1393,2,public
iconqa_fill_in_blank_iconqa_1_1408,6,public
iconqa_fill_in_blank_iconqa_1_1455,1,public
iconqa_fill_in_blank_iconqa_1_1470,4,public
iconqa_fill_in_blank_iconqa_1_1481,Five,public
iconqa_fill_in_blank_iconqa_1_1482,2,public
iconqa_fill_in_blank_iconqa_1_1494,4,public
iconqa_fill_in_blank_iconqa_1_1516,2,public
iconqa_fill_in_blank_iconqa_1_1550,1,public
iconqa_fill_in_blank_iconqa_1_1554,6,public
iconqa_fill_in_blank_iconqa_1_1556,12:30,public
iconqa_fill_in_blank_iconqa_1_1563,6,public
iconqa_fill_in_blank_iconqa_1_1576,3,public
iconqa_fill_in_blank_iconqa_1_1620,9,public
iconqa_fill_in_blank_iconqa_1_1635,3,public
iconqa_fill_in_blank_iconqa_1_1643,3,public
iconqa_fill_in_blank_iconqa_1_1718,2,public
iconqa_fill_in_blank_iconqa_1_1728,12:10,public
iconqa_fill_in_blank_iconqa_1_1729,3,public
iconqa_fill_in_blank_iconqa_1_1731,4,public
iconqa_fill_in_blank_iconqa_1_1754,1,public
iconqa_fill_in_blank_iconqa_1_1780,3,public
iconqa_fill_in_blank_iconqa_1_1839,6,public
iconqa_fill_in_blank_iconqa_1_1857,16,public
iconqa_fill_in_blank_iconqa_1_1858,1,public
iconqa_fill_in_blank_iconqa_1_1879,100,public
iconqa_fill_in_blank_iconqa_1_1881,1,public
iconqa_fill_in_blank_iconqa_1_1893,4,public
iconqa_fill_in_blank_iconqa_1_1917,10,public
iconqa_fill_in_blank_iconqa_1_2021,1,public
iconqa_fill_in_blank_iconqa_1_2044,2,public
iconqa_fill_in_blank_iconqa_1_2069,1,public
iconqa_fill_in_blank_iconqa_1_2087,16,public
iconqa_fill_in_blank_iconqa_1_2167,3,public
iconqa_fill_in_blank_iconqa_1_2187,10,public
iconqa_fill_in_blank_iconqa_1_2196,12,public
iconqa_fill_in_blank_iconqa_1_2199,1,public
iconqa_fill_in_blank_iconqa_1_2207,10,public
iconqa_fill_in_blank_iconqa_1_2232,12,public
iconqa_fill_in_blank_iconqa_1_2233,2,public
iconqa_fill_in_blank_iconqa_1_2261,6,public
iconqa_fill_in_blank_iconqa_1_2266,100,public
iconqa_fill_in_blank_iconqa_1_2281,2,public
iconqa_fill_in_blank_iconqa_1_2298,0,public
iconqa_fill_in_blank_iconqa_1_2299,100,public
iconqa_fill_in_blank_iconqa_1_2323,2,public
iconqa_fill_in_blank_iconqa_1_2364,12 cm,public
iconqa_fill_in_blank_iconqa_1_2390,1,public
iconqa_fill_in_blank_iconqa_1_2394,2,public
iconqa_fill_in_blank_iconqa_1_2413,2,public
iconqa_fill_in_blank_iconqa_1_2418,1,public
iconqa_fill_in_blank_iconqa_1_2440,3,public
iconqa_fill_in_blank_iconqa_1_2442,4,public
iconqa_fill_in_blank_iconqa_1_2465,6,public
iconqa_fill_in_blank_iconqa_1_2472,2,public
iconqa_fill_in_blank_iconqa_1_2495,1,public
iconqa_fill_in_blank_iconqa_1_2533,12:15,public
iconqa_fill_in_blank_iconqa_1_2570,10,public
iconqa_fill_in_blank_iconqa_1_2574,100,public
iconqa_fill_in_blank_iconqa_1_2600,22,public
iconqa_fill_in_blank_iconqa_1_2603,10,public
iconqa_fill_in_blank_iconqa_1_2619,1,public
iconqa_fill_in_blank_iconqa_1_2621,1,public
iconqa_fill_in_blank_iconqa_1_2625,1,public
iconqa_fill_in_blank_iconqa_1_2633,4,public
iconqa_fill_in_blank_iconqa_1_2654,12,public
iconqa_fill_in_blank_iconqa_1_2661,1,public
iconqa_fill_in_blank_iconqa_1_2684,3,public
iconqa_fill_in_blank_iconqa_1_2708,10,public
iconqa_fill_in_blank_iconqa_1_2745,1,public
iconqa_fill_in_blank_iconqa_1_2771,100,public
iconqa_fill_in_blank_iconqa_1_2786,0,public
iconqa_fill_in_blank_iconqa_1_2787,10,public
iconqa_fill_in_blank_iconqa_1_2792,10,public
iconqa_fill_in_blank_iconqa_1_2799,7,public
iconqa_fill_in_blank_iconqa_1_2804,1,public
iconqa_fill_in_blank_iconqa_1_2818,1,public
iconqa_fill_in_blank_iconqa_1_2859,7,public
iconqa_fill_in_blank_iconqa_1_2872,12:10,public
iconqa_fill_in_blank_iconqa_1_2874,9,public
iconqa_fill_in_blank_iconqa_1_2885,10,public
iconqa_fill_in_blank_iconqa_1_2932,10,public
iconqa_fill_in_blank_iconqa_1_2940,2,public
iconqa_fill_in_blank_iconqa_1_2947,4,public
iconqa_fill_in_blank_iconqa_1_2952,10,public
iconqa_fill_in_blank_iconqa_1_2957,3,public
iconqa_fill_in_blank_iconqa_1_2986,10,public
iconqa_fill_in_blank_iconqa_1_2988,4,public
iconqa_fill_in_blank_iconqa_1_3016,3,public
iconqa_fill_in_blank_iconqa_1_3033,2,public
iconqa_fill_in_blank_iconqa_1_3037,3,public
iconqa_fill_in_blank_iconqa_1_3051,10,public
iconqa_fill_in_blank_iconqa_1_3059,2,public
iconqa_fill_in_blank_iconqa_1_3075,100,public
iconqa_fill_in_blank_iconqa_1_3095,1,public
iconqa_fill_in_blank_iconqa_1_3108,1,public
iconqa_fill_in_blank_iconqa_1_3127,2,public
iconqa_fill_in_blank_iconqa_1_3147,2,public
iconqa_fill_in_blank_iconqa_1_3148,2,public
iconqa_fill_in_blank_iconqa_1_3166,3,public
iconqa_fill_in_blank_iconqa_1_3178,3,public
iconqa_fill_in_blank_iconqa_1_3244,2,public
iconqa_fill_in_blank_iconqa_1_3297,2,public
iconqa_fill_in_blank_iconqa_1_3300,12,public
iconqa_fill_in_blank_iconqa_1_3305,2,public
iconqa_fill_in_blank_iconqa_1_3315,1,public
iconqa_fill_in_blank_iconqa_1_3366,4,public
iconqa_fill_in_blank_iconqa_1_3397,3,public
iconqa_fill_in_blank_iconqa_1_3416,1,public
iconqa_fill_in_blank_iconqa_1_3452,2,public
iconqa_fill_in_blank_iconqa_1_3471,12,public
iconqa_fill_in_blank_iconqa_1_3503,1,public
iconqa_fill_in_blank_iconqa_1_3525,100,public
iconqa_fill_in_blank_iconqa_1_3527,10,public
iconqa_fill_in_blank_iconqa_1_3529,16,public
iconqa_fill_in_blank_iconqa_1_3549,10,public
iconqa_fill_in_blank_iconqa_1_3560,4,public
iconqa_fill_in_blank_iconqa_1_3587,1,public
iconqa_fill_in_blank_iconqa_1_3589,4,public
iconqa_fill_in_blank_iconqa_1_3623,1,public
iconqa_fill_in_blank_iconqa_1_3624,8,public
iconqa_fill_in_blank_iconqa_1_3626,2,public
funsd_funsd_1_0_27_26_2,"""header""",public
funsd_funsd_1_0_27_26_13,Phone number,public
funsd_funsd_1_0_27_26_26,Other,public
funsd_funsd_1_1_63_58_2,Value,public
funsd_funsd_1_1_63_58_20,Division,public
funsd_funsd_1_1_63_58_33,Value,public
funsd_funsd_1_2_35_35_2,"""header""",public
funsd_funsd_1_2_35_35_9,Value,public
funsd_funsd_1_2_35_35_25,Value,public
funsd_funsd_1_2_35_35_31,"""header""",public
funsd_funsd_1_3_41_40_9,Value,public
funsd_funsd_1_3_41_40_15,Date,public
funsd_funsd_1_3_41_40_17,Key,public
funsd_funsd_1_3_41_40_18,Other,public
funsd_funsd_1_4_41_41_23,Other,public
funsd_funsd_1_5_42_42_0,Key,public
funsd_funsd_1_5_42_42_5,Title,public
funsd_funsd_1_5_42_42_20,Key,public
funsd_funsd_1_5_42_42_34,Value,public
funsd_funsd_1_5_42_42_42,Key,public
funsd_funsd_1_6_69_69_7,Date,public
funsd_funsd_1_6_69_69_11,header,public
funsd_funsd_1_6_69_69_18,Key,public
funsd_funsd_1_6_69_69_30,Value,public
funsd_funsd_1_6_69_69_32,Value,public
funsd_funsd_1_6_69_69_41,Key,public
funsd_funsd_1_6_69_69_46,Value,public
funsd_funsd_1_6_69_69_53,Value,public
funsd_funsd_1_6_69_69_54,Other,public
funsd_funsd_1_6_69_69_60,header,public
funsd_funsd_1_7_104_104_0,Key,public
funsd_funsd_1_7_104_104_16,Key,public
funsd_funsd_1_7_104_104_30,Value,public
funsd_funsd_1_7_104_104_34,Key,public
funsd_funsd_1_7_104_104_58,Value,public
funsd_funsd_1_7_104_104_64,Value,public
funsd_funsd_1_8_46_46_3,Date to NYO:,public
funsd_funsd_1_8_46_46_10,Key,public
funsd_funsd_1_8_46_46_13,Value,public
funsd_funsd_1_8_46_46_14,Value,public
funsd_funsd_1_8_46_46_17,Value,public
funsd_funsd_1_8_46_46_27,Value,public
funsd_funsd_1_8_46_46_28,Value,public
funsd_funsd_1_8_46_46_32,Value,public
funsd_funsd_1_8_46_46_34,Key,public
funsd_funsd_1_8_46_46_44,Date,public
funsd_funsd_1_9_18_18_4,Other,public
funsd_funsd_1_9_18_18_5,Title,public
funsd_funsd_1_10_17_17_2,"""header""",public
funsd_funsd_1_10_17_17_14,Key,public
funsd_funsd_1_10_17_17_16,Key,public
funsd_funsd_1_11_35_34_5,Header,public
funsd_funsd_1_11_35_34_7,Key,public
funsd_funsd_1_11_35_34_18,Value,public
funsd_funsd_1_12_16_13_10,Value,public
funsd_funsd_1_13_23_23_12,Brand name,public
funsd_funsd_1_13_23_23_16,Extent of distribution,public
funsd_funsd_1_14_32_32_2,Key,public
funsd_funsd_1_14_32_32_18,Value,public
funsd_funsd_1_15_50_50_11,Date,public
funsd_funsd_1_15_50_50_16,Value,public
funsd_funsd_1_15_50_50_19,Value,public
funsd_funsd_1_15_50_50_30,Other,public
funsd_funsd_1_16_54_54_21,Phone number,public
funsd_funsd_1_16_54_54_31,Value,public
funsd_funsd_1_16_54_54_42,Value,public
funsd_funsd_1_16_54_54_48,Other,public
funsd_funsd_1_16_54_54_50,Other,public
funsd_funsd_1_17_20_20_1,Key,public
funsd_funsd_1_17_20_20_6,Date,public
funsd_funsd_1_17_20_20_9,Key,public
funsd_funsd_1_17_20_20_16,Value,public
funsd_funsd_1_18_35_34_0,Date,public
funsd_funsd_1_18_35_34_19,"""header""",public
funsd_funsd_1_19_16_16_16,"""header""",public
funsd_funsd_1_20_102_102_19,Other,public
funsd_funsd_1_20_102_102_47,Value,public
funsd_funsd_1_20_102_102_52,Value,public
funsd_funsd_1_20_102_102_55,Value,public
funsd_funsd_1_21_36_34_3,Other,public
funsd_funsd_1_21_36_34_12,Key,public
funsd_funsd_1_22_33_32_13,Voice Number,public
funsd_funsd_1_22_33_32_19,Value,public
funsd_funsd_1_22_33_32_22,Value,public
funsd_funsd_1_22_33_32_25,Value,public
funsd_funsd_1_22_33_32_30,Other,public
funsd_funsd_1_22_33_32_32,Other,public
funsd_funsd_1_23_42_41_3,Other,public
funsd_funsd_1_23_42_41_17,Value,public
funsd_funsd_1_23_42_41_20,Value,public
funsd_funsd_1_23_42_41_21,Value,public
funsd_funsd_1_23_42_41_24,Value,public
funsd_funsd_1_23_42_41_36,Value,public
funsd_funsd_1_24_23_23_0,Title,public
funsd_funsd_1_24_23_23_13,Key,public
funsd_funsd_1_24_23_23_17,"""header""",public
funsd_funsd_1_24_23_23_18,"""header""",public
funsd_funsd_1_24_23_23_22,Special dietary requirements,public
funsd_funsd_1_25_24_23_8,Company,public
funsd_funsd_1_25_24_23_9,Other,public
funsd_funsd_1_26_12_12_0,Key,public
funsd_funsd_1_26_12_12_6,Phone number,public
funsd_funsd_1_27_37_37_0,Header,public
funsd_funsd_1_27_37_37_6,Key,public
funsd_funsd_1_27_37_37_15,Value,public
funsd_funsd_1_27_37_37_22,Value,public
funsd_funsd_1_27_37_37_23,Value,public
funsd_funsd_1_27_37_37_30,Other,public
funsd_funsd_1_27_37_37_35,Value,public
funsd_funsd_1_28_56_42_0,Header,public
funsd_funsd_1_28_56_42_5,Title,public
funsd_funsd_1_28_56_42_11,Other,public
funsd_funsd_1_29_41_41_15,Key,public
funsd_funsd_1_29_41_41_17,Key,public
funsd_funsd_1_29_41_41_22,Key,public
funsd_funsd_1_29_41_41_23,Key,public
funsd_funsd_1_29_41_41_24,Key,public
funsd_funsd_1_29_41_41_31,Value,public
funsd_funsd_1_29_41_41_32,Key,public
funsd_funsd_1_29_41_41_35,Value,public
funsd_funsd_1_30_24_23_2,To:,public
funsd_funsd_1_30_24_23_23,Other,public
funsd_funsd_1_31_75_74_11,Other,public
funsd_funsd_1_31_75_74_12,Header,public
funsd_funsd_1_31_75_74_13,Value,public
funsd_funsd_1_31_75_74_58,Value,public
funsd_funsd_1_32_22_22_10,Value,public
funsd_funsd_1_32_22_22_12,Key,public
funsd_funsd_1_33_23_23_9,Key,public
funsd_funsd_1_35_83_83_0,Key,public
funsd_funsd_1_35_83_83_17,Other,public
funsd_funsd_1_35_83_83_29,Other,public
funsd_funsd_1_35_83_83_33,Value,public
funsd_funsd_1_36_27_24_13,Key,public
funsd_funsd_1_36_27_24_14,Title,public
funsd_funsd_1_37_102_102_15,Title,public
funsd_funsd_1_37_102_102_40,Key,public
funsd_funsd_1_37_102_102_46,Value,public
funsd_funsd_1_37_102_102_51,Other,public
funsd_funsd_1_37_102_102_55,Key,public
funsd_funsd_1_37_102_102_70,Title,public
funsd_funsd_1_38_26_23_19,Other,public
funsd_funsd_1_39_37_35_0,Key,public
funsd_funsd_1_39_37_35_15,Key,public
funsd_funsd_1_39_37_35_26,Date,public
funsd_funsd_1_39_37_35_27,Value,public
funsd_funsd_1_39_37_35_31,Other,public
funsd_funsd_1_40_42_41_4,Other,public
funsd_funsd_1_40_42_41_26,Value,public
funsd_funsd_1_40_42_41_39,Value,public
funsd_funsd_1_40_42_41_41,"""header""",public
funsd_funsd_1_41_47_47_18,Key,public
funsd_funsd_1_41_47_47_22,Value,public
funsd_funsd_1_41_47_47_24,Value,public
funsd_funsd_1_41_47_47_31,Value,public
funsd_funsd_1_41_47_47_44,Value,public
funsd_funsd_1_43_89_83_8,Title,public
funsd_funsd_1_43_89_83_22,"""header""",public
funsd_funsd_1_43_89_83_23,Key,public
funsd_funsd_1_43_89_83_31,Other,public
funsd_funsd_1_43_89_83_37,"""header""",public
funsd_funsd_1_43_89_83_52,Other,public
funsd_funsd_1_43_89_83_55,Key,public
funsd_funsd_1_43_89_83_71,"""header""",public
funsd_funsd_1_44_107_103_32,Other,public
funsd_funsd_1_44_107_103_42,Value,public
funsd_funsd_1_44_107_103_43,Other,public
funsd_funsd_1_44_107_103_45,Other,public
funsd_funsd_1_44_107_103_47,Corner,public
funsd_funsd_1_44_107_103_48,Value,public
funsd_funsd_1_44_107_103_68,Value,public
funsd_funsd_1_44_107_103_79,Header,public
funsd_funsd_1_44_107_103_94,Value,public
funsd_funsd_1_45_70_70_11,Department,public
funsd_funsd_1_45_70_70_32,Title,public
funsd_funsd_1_45_70_70_54,"""header""",public
funsd_funsd_1_45_70_70_56,Phone,public
funsd_funsd_1_46_53_50_0,Date,public
